,Country,Code,Year,Population (historical estimates),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes",Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,headcount_ratio_upper_mid_income_povline,headcount_ratio_1000
2334,Finland,FIN,2003,5212991.0,19.5,0.26335195,4.672733,3.615029,0.8963184,0.47473732,0.23804680416539,0.62261206733434
2335,Finland,FIN,2004,5228143.0,20.0,0.26315892,4.5626354,3.6238422,0.8928077,0.47957292,0.1305554389572,0.51353012698128
2336,Finland,FIN,2004,5228143.0,20.0,0.26315892,4.5626354,3.6238422,0.8928077,0.47957292,0.16522963903017,0.35168775966505
2337,Finland,FIN,2005,5246070.0,20.4,0.26308632,4.5047083,3.6325862,0.8912973,0.482295,0.1635196526100699,0.4019533938409499
2338,Finland,FIN,2005,5246070.0,20.4,0.26308632,4.5047083,3.6325862,0.8912973,0.482295,0.22140340583654,0.34798451969891
2339,Finland,FIN,2006,5266249.0,20.8,0.26317286,4.501191,3.6727803,0.8912348,0.48176882,0.1909763599814199,0.5450828998725
2340,Finland,FIN,2006,5266249.0,20.8,0.26317286,4.501191,3.6727803,0.8912348,0.48176882,0.21561687709222,0.46832635257704
2341,Finland,FIN,2007,5288694.0,21.2,0.2633657,4.5197916,3.7572758,0.89118284,0.47912952,0.13405956678184,0.52989083393678
2342,Finland,FIN,2007,5288694.0,21.2,0.2633657,4.5197916,3.7572758,0.89118284,0.47912952,0.13773081576678,0.37126474138358
2343,Finland,FIN,2008,5313358.0,21.6,0.26360103,4.549082,3.8565438,0.8911268,0.4757311,0.2023674052008899,0.52708366181607
2344,Finland,FIN,2008,5313358.0,21.6,0.26360103,4.549082,3.8565438,0.8911268,0.4757311,0.22568063179227,0.38627051030572
2345,Finland,FIN,2009,5338813.0,22.0,0.26381716,4.570138,3.941367,0.8910654,0.47291663,0.12567731690595,0.4161303428992
2346,Finland,FIN,2009,5338813.0,22.0,0.26381716,4.570138,3.941367,0.8910654,0.47291663,0.13711955155431,0.38223379916606
2347,Finland,FIN,2010,5363279.0,22.4,0.26395252,4.567052,3.9826248,0.8909932,0.4714715,0.11210721172126,0.42896963681552
2348,Finland,FIN,2010,5363279.0,22.4,0.26395252,4.567052,3.9826248,0.8909932,0.4714715,0.16288509009972,0.38144937216646
2349,Finland,FIN,2011,5388173.0,22.8,0.26405624,4.511381,3.9929056,0.8909164,0.47192234,0.10093394770657,0.3187114198580399
2350,Finland,FIN,2011,5388173.0,22.8,0.26405624,4.511381,3.9929056,0.8909164,0.47192234,0.12074521739313,0.24411792261254
2351,Finland,FIN,2012,5413865.0,23.2,0.26419657,4.406468,4.003368,0.890852,0.47296742,0.1674652054552,0.46886441100896
2352,Finland,FIN,2012,5413865.0,23.2,0.26419657,4.406468,4.003368,0.890852,0.47296742,0.18268446263903,0.34329117013828
2353,Finland,FIN,2013,5438873.0,23.6,0.26433876,4.2851677,4.0125227,0.89078057,0.47449762,0.13897814176471,0.4634381471433499
2354,Finland,FIN,2013,5438873.0,23.6,0.26433876,4.2851677,4.0125227,0.89078057,0.47449762,0.17253808139864,0.38497746717554
2355,Finland,FIN,2014,5461436.0,24.0,0.26445302,4.1834965,4.018936,0.89069825,0.47556847,0.12983354827565,0.36031422504773
2356,Finland,FIN,2014,5461436.0,24.0,0.26445302,4.1834965,4.018936,0.89069825,0.47556847,0.16062138513887,0.28736540039254
2357,Finland,FIN,2015,5479457.0,24.5,0.264503,4.13494,4.0213614,0.89060366,0.47577435,0.19496342475928,0.51767711801967
2358,Finland,FIN,2015,5479457.0,24.5,0.264503,4.13494,4.0213614,0.89060366,0.47577435,0.2133344927844799,0.36521208527157
2359,Finland,FIN,2016,5495217.0,24.9,0.26433897,4.0870504,4.0089893,0.890508,0.47623864,0.20483060289044,0.42571463585789
2360,Finland,FIN,2016,5495217.0,24.9,0.26433897,4.0870504,4.0089893,0.890508,0.47623864,0.2120576800647,0.38635179363833
2365,France,FRA,1994,57230064.0,14.4,0.2690318,4.1617656,6.118272,0.9024767,0.42364043,0.24939289612247,1.4948076338720502
2366,France,FRA,1994,57230064.0,14.4,0.2690318,4.1617656,6.118272,0.9024767,0.42364043,0.24939289612247,0.99480343519088
2372,France,FRA,2000,58665456.0,16.8,0.26850972,4.244729,6.4687405,0.9027398,0.42458698,0.24474613789531,1.24623268719329
2373,France,FRA,2000,58665456.0,16.8,0.26850972,4.244729,6.4687405,0.9027398,0.42458698,0.24474613789531,0.7419027611647
2376,France,FRA,2003,59728260.0,18.1,0.26870477,4.0834503,6.5875688,0.903619,0.43538436,0.35053681863713,1.16163488236591
2377,France,FRA,2003,59728260.0,18.1,0.26870477,4.0834503,6.5875688,0.903619,0.43538436,0.4156675900183699,0.94690100161554
2378,France,FRA,2004,60108436.0,18.5,0.26877517,4.014091,6.626885,0.90393096,0.4398813,0.24450336895473,0.79585587045913
2379,France,FRA,2004,60108436.0,18.5,0.26877517,4.014091,6.626885,0.90393096,0.4398813,0.29680873189668,0.57688859082305
2380,France,FRA,2005,60510080.0,18.9,0.26878932,3.9739125,6.64495,0.90407205,0.44317687,0.2457000749826,1.0580173746947898
2381,France,FRA,2005,60510080.0,18.9,0.26878932,3.9739125,6.64495,0.90407205,0.44317687,0.30881681150834,0.7217988377278199
2382,France,FRA,2006,60919152.0,19.3,0.26868856,3.974026,6.6078563,0.90408874,0.445222,0.16187403165734,0.98919082058755
2383,France,FRA,2006,60919152.0,19.3,0.26868856,3.974026,6.6078563,0.90408874,0.445222,0.2070139825497799,0.6700298570834701
2384,France,FRA,2007,61329380.0,19.7,0.2684842,3.9995503,6.5144076,0.9040955,0.4478375,0.0871058726737072,0.43904560688376
2385,France,FRA,2007,61329380.0,19.7,0.2684842,3.9995503,6.5144076,0.9040955,0.4478375,0.12315194586876,0.31844426491423
2386,France,FRA,2008,61721004.0,20.0,0.2682447,4.0373745,6.4011726,0.9040959,0.44988844,0.1148529037785399,0.61048388501109
2387,France,FRA,2008,61721004.0,20.0,0.2682447,4.0373745,6.4011726,0.9040959,0.44988844,0.12237724931808,0.33387110267238
2388,France,FRA,2009,62093300.0,20.4,0.26803982,4.0673323,6.3046894,0.9040936,0.45207554,0.32188342941264,0.8490978298508599
2389,France,FRA,2009,62093300.0,20.4,0.26803982,4.0673323,6.3046894,0.9040936,0.45207554,0.3996584971601599,0.61154639582383
2390,France,FRA,2010,62444568.0,20.8,0.2679384,4.0744433,6.2613683,0.9040912,0.45374352,0.27365429282185,0.8852735403629399
2391,France,FRA,2010,62444568.0,20.8,0.2679384,4.0744433,6.2613683,0.9040912,0.45374352,0.33520794725408,0.61646616334093
2392,France,FRA,2011,62775272.0,21.2,0.26794285,4.0445805,6.2596593,0.90409017,0.45611948,0.18739087044174,0.78749509417857
2393,France,FRA,2011,62775272.0,21.2,0.26794285,4.0445805,6.2596593,0.90409017,0.45611948,0.22013024167373,0.6290893715046599
2394,France,FRA,2012,63071412.0,21.6,0.26799536,3.9849403,6.2622643,0.9040932,0.45793402,0.2737875327783799,1.03496823348043
2395,France,FRA,2012,63071412.0,21.6,0.26799536,3.9849403,6.2622643,0.9040932,0.45793402,0.31020123922907,0.8051167812813099
2396,France,FRA,2013,63335180.0,22.0,0.26807407,3.9137568,6.266963,0.90410143,0.4601503,0.16180297224325,0.70785535647814
2397,France,FRA,2013,63335180.0,22.0,0.26807407,3.9137568,6.266963,0.90410143,0.4601503,0.20292954968599,0.44327264388395
2398,France,FRA,2014,63588496.0,22.4,0.2681568,3.8540428,6.2715583,0.9041193,0.46196046,0.1438390900952099,0.47374766872044
2399,France,FRA,2014,63588496.0,22.4,0.2681568,3.8540428,6.2715583,0.9041193,0.46196046,0.15481449352179,0.34871534892405
2400,France,FRA,2015,63809768.0,22.8,0.2682231,3.8268294,6.2737494,0.90414417,0.46403405,0.3160048541911699,0.6237600154242999
2401,France,FRA,2015,63809768.0,22.8,0.2682231,3.8268294,6.2737494,0.90414417,0.46403405,0.33894445855592,0.5946490147568799
2402,France,FRA,2016,63989320.0,23.2,0.26853952,3.8271954,6.273039,0.90416116,0.4659254,0.2187441031564599,0.55831283186915
2403,France,FRA,2016,63989320.0,23.2,0.26853952,3.8271954,6.273039,0.90416116,0.4659254,0.25172468483458,0.42613502928064
2419,Gabon,GAB,2005,1458362.0,9.8,0.22926858,5.7277446,3.9396634,0.5622014,0.17686555,56.05912843445413,83.52493050549097
2420,Gabon,GAB,2005,1458362.0,9.8,0.22926858,5.7277446,3.9396634,0.5622014,0.17686555,55.07760058923669,74.22485238467627
2440,Gambia,GMB,1998,1356198.0,3.5,0.21230957,5.722023,3.2591307,0.5483688,0.08968625,95.22274762318536,98.716634583178
2441,Gambia,GMB,1998,1356198.0,3.5,0.21230957,5.722023,3.2591307,0.5483688,0.08968625,96.466079900776,98.44193130664884
2446,Gambia,GMB,2003,1566263.0,4.6,0.21221627,5.758524,3.2615798,0.54845583,0.09013283,87.283647486272,96.12035331516672
2447,Gambia,GMB,2003,1566263.0,4.6,0.21221627,5.758524,3.2615798,0.54845583,0.09013283,90.85155469846096,95.7506095000282
2454,Gambia,GMB,2010,1937284.0,6.7,0.21153559,5.502979,3.264521,0.54848135,0.091058016,80.67686248744371,94.52904867098944
2455,Gambia,GMB,2010,1937284.0,6.7,0.21153559,5.502979,3.264521,0.54848135,0.091058016,86.34378730034335,93.971792299727
2460,Gambia,GMB,2015,2253137.0,8.4,0.21143858,5.4839745,3.294989,0.54847974,0.091907956,72.65039640994846,93.45805270385932
2461,Gambia,GMB,2015,2253137.0,8.4,0.21143858,5.4839745,3.294989,0.54847974,0.091907956,81.15464245830245,92.62633826945871
2469,Georgia,GEO,1996,4761277.0,13.1,0.27257946,3.256207,2.528823,0.5257194,0.10320111,40.59602907605084,76.25982557671519
2470,Georgia,GEO,1996,4761277.0,13.1,0.27257946,3.256207,2.528823,0.5257194,0.10320111,51.99076432936046,74.60646130228926
2471,Georgia,GEO,1997,4640033.0,13.4,0.27140895,3.2507255,2.53116,0.5257248,0.099361554,64.45227077758129,89.40830833300025
2472,Georgia,GEO,1997,4640033.0,13.4,0.27140895,3.2507255,2.53116,0.5257248,0.099361554,73.90798708802086,88.35383562933382
2473,Georgia,GEO,1998,4518407.0,13.7,0.27026716,3.2477932,2.5339336,0.5257314,0.09571476,64.29267590218942,89.82047580303501
2474,Georgia,GEO,1998,4518407.0,13.7,0.27026716,3.2477932,2.5339336,0.5257314,0.09571476,74.08225554745039,88.87756810093822
2475,Georgia,GEO,1999,4394505.0,14.1,0.269396,3.243186,2.536291,0.52573794,0.09318832,71.84660006627809,92.40292208563667
2476,Georgia,GEO,1999,4394505.0,14.1,0.269396,3.243186,2.536291,0.52573794,0.09318832,79.58348489926489,91.64912806703352
2477,Georgia,GEO,2000,4265175.0,14.4,0.26904136,3.2429016,2.537047,0.5257339,0.092534825,73.54908418923159,92.68675716013388
2478,Georgia,GEO,2000,4265175.0,14.4,0.26904136,3.2429016,2.537047,0.5257339,0.092534825,81.6211376590331,92.05327616283267
2479,Georgia,GEO,2001,4144485.0,14.8,0.2693162,3.244202,2.5364332,0.5257128,0.092708886,76.06948345594763,93.69155132616316
2480,Georgia,GEO,2001,4144485.0,14.8,0.2693162,3.244202,2.5364332,0.5257128,0.092708886,83.53518602083625,93.22247097560734
2481,Georgia,GEO,2002,4061127.0,15.1,0.27000943,3.2483537,2.5356421,0.5256837,0.093605556,62.83065541521917,88.84393117911843
2482,Georgia,GEO,2002,4061127.0,15.1,0.27000943,3.2483537,2.5356421,0.5256837,0.093605556,72.72925258243566,87.94617972183225
2483,Georgia,GEO,2003,4017826.0,15.5,0.2708805,3.2520487,2.5345955,0.52564543,0.09543583,62.4190299697025,88.66053067413124
2484,Georgia,GEO,2003,4017826.0,15.5,0.2708805,3.2520487,2.5345955,0.52564543,0.09543583,71.96414874566283,87.70829091280596
2485,Georgia,GEO,2004,3988861.0,15.9,0.27168593,3.2573864,2.533362,0.52560866,0.0971761,58.84059396567329,87.96960623041082
2486,Georgia,GEO,2004,3988861.0,15.9,0.27168593,3.2573864,2.533362,0.52560866,0.0971761,70.03500242900195,86.89043698270007
2487,Georgia,GEO,2005,3961183.0,16.4,0.27218452,3.259616,2.5316985,0.5255648,0.09889821,61.26204926717487,88.19187473343385
2488,Georgia,GEO,2005,3961183.0,16.4,0.27218452,3.259616,2.5316985,0.5255648,0.09889821,71.66972294065616,87.17597379450798
2489,Georgia,GEO,2006,3933866.0,16.9,0.27238345,3.260409,2.5289605,0.52551216,0.10083004,62.16219632683957,88.78157819654001
2490,Georgia,GEO,2006,3933866.0,16.9,0.27238345,3.260409,2.5289605,0.52551216,0.10083004,72.71340224556474,87.75380176686703
2491,Georgia,GEO,2007,3906476.0,17.3,0.27249146,3.2583456,2.5252502,0.52546096,0.1033015,64.48798423478149,89.60849141859288
2492,Georgia,GEO,2007,3906476.0,17.3,0.27249146,3.2583456,2.5252502,0.52546096,0.1033015,74.11625333968887,88.797647775565
2493,Georgia,GEO,2008,3879701.0,17.9,0.27256888,3.2580466,2.5212383,0.5254098,0.10542678,60.008248348008806,86.96586017656406
2494,Georgia,GEO,2008,3879701.0,17.9,0.27256888,3.2580466,2.5212383,0.5254098,0.10542678,70.23255058225752,85.99404731897936
2495,Georgia,GEO,2009,3855203.0,18.4,0.272676,3.25815,2.5175638,0.5253584,0.10821545,59.90969991900276,87.47923503103794
2496,Georgia,GEO,2009,3855203.0,18.4,0.272676,3.25815,2.5175638,0.5253584,0.10821545,70.50346984193531,86.42327350277267
2497,Georgia,GEO,2010,3836834.0,19.0,0.27287298,3.259764,2.5147352,0.5252982,0.11054998,60.76228371074748,87.38757012944225
2498,Georgia,GEO,2010,3836834.0,19.0,0.27287298,3.259764,2.5147352,0.5252982,0.11054998,70.60677270165154,86.44314024498338
2499,Georgia,GEO,2011,3821667.0,19.7,0.27335104,3.266508,2.5121593,0.5252275,0.112632796,59.01259520224712,86.26607872738285
2500,Georgia,GEO,2011,3821667.0,19.7,0.27335104,3.266508,2.5121593,0.5252275,0.112632796,69.02912662768905,85.16340484778715
2501,Georgia,GEO,2012,3804358.0,20.3,0.27413285,3.2756429,2.509171,0.52515745,0.11514854,54.8750852894502,83.84695638080186
2502,Georgia,GEO,2012,3804358.0,20.3,0.27413285,3.2756429,2.509171,0.52515745,0.11514854,65.52386393531168,82.80925032060368
2503,Georgia,GEO,2013,3786025.0,21.0,0.2750313,3.287558,2.506185,0.52508855,0.11743594,49.45570524844815,80.21970135589883
2504,Georgia,GEO,2013,3786025.0,21.0,0.2750313,3.287558,2.506185,0.52508855,0.11743594,59.99789741925747,78.88341849662056
2505,Georgia,GEO,2014,3774232.0,21.7,0.27586108,3.2950292,2.5035746,0.52501845,0.11954058,45.6688981810319,78.81657002528222
2506,Georgia,GEO,2014,3774232.0,21.7,0.27586108,3.2950292,2.5035746,0.52501845,0.11954058,56.96309221022749,77.50058126599218
2507,Georgia,GEO,2015,3771135.0,22.5,0.27643597,3.299392,2.5016437,0.5249459,0.12139977,44.81255169655425,78.46572167110601
2508,Georgia,GEO,2015,3771135.0,22.5,0.27643597,3.299392,2.5016437,0.5249459,0.12139977,56.23028492062365,77.01423727443665
2509,Georgia,GEO,2016,3771112.0,23.3,0.27680913,3.2960818,2.5032454,0.5248707,0.123153925,43.32291881880436,78.62530664062432
2510,Georgia,GEO,2016,3771112.0,23.3,0.27680913,3.2960818,2.5032454,0.5248707,0.123153925,56.275236387475566,77.1485437263075
2512,Germany,DEU,1991,79801984.0,14.4,0.26178813,3.1779912,5.955482,0.750007,0.38182774,0.19924112907412,0.7473535617106
2513,Germany,DEU,1991,79801984.0,14.4,0.26178813,3.1779912,5.955482,0.750007,0.38182774,0.19924112907412,0.4861844186533299
2514,Germany,DEU,1992,80205024.0,14.8,0.2617403,3.1708431,6.014791,0.74974173,0.38432565,0.23775076141572,0.95345700613637
2515,Germany,DEU,1992,80205024.0,14.8,0.2617403,3.1708431,6.014791,0.74974173,0.38432565,0.23775076141572,0.6863323087132
2516,Germany,DEU,1993,80573496.0,15.2,0.261681,3.1647382,6.0631056,0.74956155,0.3873852,0.24323064075057,0.73423387745072
2517,Germany,DEU,1993,80573496.0,15.2,0.261681,3.1647382,6.0631056,0.74956155,0.3873852,0.24323064075057,0.47924104563118
2518,Germany,DEU,1994,80882120.0,15.6,0.26161164,3.1584985,6.096981,0.7494532,0.38918835,0.48739241643008,1.23483816615063
2519,Germany,DEU,1994,80882120.0,15.6,0.26161164,3.1584985,6.096981,0.7494532,0.38918835,0.73537656399022,0.99603158523347
2520,Germany,DEU,1995,81123264.0,16.1,0.26154324,3.154968,6.1131544,0.7494107,0.39057308,0.48528616470622,1.49907591408373
2521,Germany,DEU,1995,81123264.0,16.1,0.26154324,3.154968,6.1131544,0.7494107,0.39057308,0.48528616470622,0.99570474506091
2522,Germany,DEU,1996,81300864.0,16.5,0.26144016,3.1501465,6.114999,0.74941826,0.3921777,0.2480785963362599,0.935072228761
2523,Germany,DEU,1996,81300864.0,16.5,0.26144016,3.1501465,6.114999,0.74941826,0.3921777,0.48626807686444,0.74022154941455
2524,Germany,DEU,1997,81436096.0,17.0,0.2612771,3.1498163,6.109635,0.7494491,0.39218703,0.2187686082545299,0.7485616795343
2525,Germany,DEU,1997,81436096.0,17.0,0.2612771,3.1498163,6.109635,0.7494491,0.39218703,0.2187686082545299,0.7485616795343
2526,Germany,DEU,1998,81524384.0,17.5,0.2610822,3.149625,6.0995073,0.7494874,0.39156723,0.2457808757139,0.74202844135218
2527,Germany,DEU,1998,81524384.0,17.5,0.2610822,3.149625,6.0995073,0.7494874,0.39156723,0.2457808757139,0.48580317635506
2528,Germany,DEU,1999,81556968.0,17.9,0.26088598,3.1518269,6.0871043,0.74952275,0.39153993,0.23505194178118,0.99067457518902
2529,Germany,DEU,1999,81556968.0,17.9,0.26088598,3.1518269,6.0871043,0.74952275,0.39153993,0.23505194178118,0.7402796346003301
2530,Germany,DEU,2000,81551680.0,18.4,0.2607296,3.1580033,6.0752563,0.7495678,0.3918454,0.24933054714791,0.74590870668452
2531,Germany,DEU,2000,81551680.0,18.4,0.2607296,3.1580033,6.0752563,0.7495678,0.3918454,0.24933054714791,0.4923608086885599
2532,Germany,DEU,2001,81514568.0,18.8,0.2604061,3.1938353,6.06614,0.7497514,0.3935821,0.24800078004561,0.74642313585248
2533,Germany,DEU,2001,81514568.0,18.8,0.2604061,3.1938353,6.06614,0.7497514,0.3935821,0.24800078004561,0.49581408169583
2534,Germany,DEU,2002,81443424.0,19.2,0.25980777,3.2658777,6.0599575,0.7501332,0.3963269,0.2444808669325099,0.98373185993809
2535,Germany,DEU,2002,81443424.0,19.2,0.25980777,3.2658777,6.0599575,0.7501332,0.3963269,0.2444808669325099,0.73006537134109
2536,Germany,DEU,2003,81346808.0,19.7,0.2591246,3.3483357,6.0558968,0.7505901,0.3993696,0.22819638034752,0.995758210501
2537,Germany,DEU,2003,81346808.0,19.7,0.2591246,3.3483357,6.0558968,0.7505901,0.3993696,0.4971680625613699,0.73963023205425
2538,Germany,DEU,2004,81266672.0,20.1,0.25854585,3.41829,6.052996,0.75097585,0.40170497,0.20847782468922,0.7345747957102
2539,Germany,DEU,2004,81266672.0,20.1,0.25854585,3.41829,6.052996,0.75097585,0.40170497,0.20847782468922,0.49692418714763
2540,Germany,DEU,2005,81212168.0,20.5,0.25826865,3.4491034,6.05086,0.7511564,0.40381622,0.24803942325344,0.74687504975418
2541,Germany,DEU,2005,81212168.0,20.5,0.25826865,3.4491034,6.05086,0.7511564,0.40381622,0.24803942325344,0.48013784247198
2542,Germany,DEU,2006,81177816.0,21.0,0.25824082,3.4561625,6.06325,0.7511804,0.40503523,0.20573941418239,0.74976059856045
2543,Germany,DEU,2006,81177816.0,21.0,0.25824082,3.4561625,6.06325,0.7511804,0.40503523,0.20573941418239,0.4762180024866599
2544,Germany,DEU,2007,81183832.0,21.4,0.25826615,3.4692407,6.0962496,0.75120103,0.40610555,0.2442783119752899,0.7474945466856799
2545,Germany,DEU,2007,81183832.0,21.4,0.25826615,3.4692407,6.0962496,0.75120103,0.40610555,0.2442783119752899,0.47532572135071
2546,Germany,DEU,2008,81217488.0,21.9,0.25832802,3.488274,6.13726,0.7512228,0.4074173,0.24716957286335,0.74948047839947
2547,Germany,DEU,2008,81217488.0,21.9,0.25832802,3.488274,6.13726,0.7512228,0.4074173,0.24716957286335,0.47833119135581
2548,Germany,DEU,2009,81260624.0,22.3,0.2584109,3.5011506,6.1738863,0.7512634,0.40787047,0.24771251805687,0.74855781413787
2549,Germany,DEU,2009,81260624.0,22.3,0.2584109,3.5011506,6.1738863,0.7512634,0.40787047,0.24771251805687,0.49373285830033
2550,Germany,DEU,2010,81325088.0,22.8,0.25850472,3.5041263,6.194222,0.7513417,0.40967724,0.24980600672994,0.74227817976851
2551,Germany,DEU,2010,81325088.0,22.8,0.25850472,3.5041263,6.194222,0.7513417,0.40967724,0.24980600672994,0.4990239973098899
2552,Germany,DEU,2011,81423384.0,23.3,0.2586014,3.5028772,6.2050614,0.7512708,0.41205332,0.2496410679593,0.49668019327345
2553,Germany,DEU,2011,81423384.0,23.3,0.2586014,3.5028772,6.2050614,0.7512708,0.41205332,0.2496410679593,0.49668019327345
2554,Germany,DEU,2012,81545568.0,23.7,0.2586948,3.5033655,6.217795,0.7508645,0.41420493,0.24431168388082,0.74527205962372
2555,Germany,DEU,2012,81545568.0,23.7,0.2586948,3.5033655,6.217795,0.7508645,0.41420493,0.24431168388082,0.4977874347396
2556,Germany,DEU,2013,81680592.0,24.2,0.2588036,3.4999578,6.2289786,0.750218,0.41666567,0.2293701935582699,0.73183477558289
2557,Germany,DEU,2013,81680592.0,24.2,0.2588036,3.4999578,6.2289786,0.750218,0.41666567,0.2293701935582699,0.49605191863779
2558,Germany,DEU,2014,81858824.0,24.7,0.25894794,3.5008144,6.2353673,0.7494602,0.41812757,0.24989782944037,0.99942774145387
2559,Germany,DEU,2014,81858824.0,24.7,0.25894794,3.5008144,6.2353673,0.7494602,0.41812757,0.24989782944037,0.74765612747819
2560,Germany,DEU,2015,82073232.0,25.2,0.2591541,3.501964,6.2348394,0.74880296,0.420048,0.24078271746064,0.74335579619238
2561,Germany,DEU,2015,82073232.0,25.2,0.2591541,3.501964,6.2348394,0.74880296,0.420048,0.24078271746064,0.49983453672496
2562,Germany,DEU,2016,82331432.0,25.7,0.26047474,3.4886234,6.2234306,0.74828607,0.4225094,0.24999645518491,0.99627582355776
2563,Germany,DEU,2016,82331432.0,25.7,0.26047474,3.4886234,6.2234306,0.74828607,0.4225094,0.24999645518491,0.49375721323538
2565,Ghana,GHA,1991,15843473.0,2.9,0.21117638,4.3545513,2.9598374,0.54390615,0.0927062,92.59673302373449,98.42630403784148
2566,Ghana,GHA,1991,15843473.0,2.9,0.21117638,4.3545513,2.9598374,0.54390615,0.0927062,98.05791968586176,99.25795723784536
2573,Ghana,GHA,1998,18714708.0,4.2,0.21257651,4.358079,2.9521637,0.54389083,0.09505425,84.5274577048885,96.64127055877194
2574,Ghana,GHA,1998,18714708.0,4.2,0.21257651,4.358079,2.9521637,0.54389083,0.09505425,95.53159732488982,98.60458703068512
2581,Ghana,GHA,2005,22496952.0,6.1,0.21324207,4.388548,2.9561124,0.543901,0.09863333,75.93531069421668,92.53491307571323
